classification,name,count
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Nectria,Nectri,15
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Ollula,Ollul,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Pleonectria,Pleonectri,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Stachybotrys,Stachybotry,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Tilachlidium,Tilachlidiu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Trichothecium,Trichotheciu,3
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Ustilaginoidea,Ustilaginoide,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales,Microascale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales|Ceratocystidaceae,Ceratocystidacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales|Ceratocystidaceae|Endoconidiophora,Endoconidiophor,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales|Ceratocystidaceae|Thielaviopsis,Thielaviopsi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales|Microascaceae,Microascacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Microascales|Microascaceae|Magnusia,Magnusi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Plectosphaerellaceae,Plectosphaerellacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Plectosphaerellaceae|Verticillium,Verticilliu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes,Lecanoromycete,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae,Ostropomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae,Hypocreomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae|Pertusariales,Pertusariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae|Pertusariales|Hypocreales,Hypocreale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae|Pertusariales|Hypocreales|Nectriaceae,Nectriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae|Pertusariales|Hypocreales|Nectriaceae|Icmadophilaceae,Icmadophilacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Lecanoromycetes|Ostropomycetidae|Hypocreomycetidae|Pertusariales|Hypocreales|Nectriaceae|Icmadophilaceae|Tubercularia,Tuberculari,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Phyllachorales,Phyllachorale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Phyllachorales|Phyllachoraceae,Phyllachoracea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Phyllachorales|Phyllachoraceae|Trabutia,Trabuti,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae,Sordariomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Annulatascaceae,Annulatascacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Annulatascaceae|Ceratostomella,Ceratostomell,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Apiosporaceae,Apiosporacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Apiosporaceae|Arthrinium,Arthriniu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Boliniales,Boliniale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Boliniales|Boliniaceae,Boliniacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Boliniales|Boliniaceae|Bolinia,Bolini,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Calosphaeriales,Calosphaeriale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Calosphaeriales|Pleurostomataceae,Pleurostomatacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Calosphaeriales|Pleurostomataceae|Pleurostoma,Pleurostom,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales,Diaporthale,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Cryphonectriaceae,Cryphonectriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Cryphonectriaceae|Endothia,Endothi,5
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Cryphonectriaceae|Endothiella,Endothiell,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Diaporthaceae,Diaporthacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Diaporthaceae|Diaporthe,Diaporth,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Diaporthaceae|Phomopsis,Phomopsi,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Gnomoniaceae,Gnomoniacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Gnomoniaceae|Asteroma,Asterom,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Gnomoniaceae|Gnomoniella,Gnomoniell,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Gnomoniaceae|Phoma,Phom,6
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Melanconidaceae,Melanconidacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Melanconidaceae|Melanconis,Melanconi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Melanconidaceae|Melanconium,Melanconiu,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Pseudovalsaceae,Pseudovalsacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Pseudovalsaceae|Coryneum,Coryneu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae,Valsacea,7
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Cytospora,Cytospor,6
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Cytospora|Cytospora ambiens,Cytospora ambien,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Cytospora|Cytospora minuta,Cytospora minut,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Gnomoniaceae,Gnomoniacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Gnomoniaceae|Radulum,Radulu,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaceae|Valsella,Valsell,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Diaporthales|Valsaria,Valsari,5
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Glomerellaceae,Glomerellacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Glomerellaceae|Glomerella,Glomerell,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Magnaporthaceae,Magnaporthacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Magnaporthaceae|Clasterosporium,Clasterosporiu,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales,Sordariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Chaetomiaceae,Chaetomiacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Chaetomiaceae|Botryotrichum,Botryotrichu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Chaetomiaceae|Chaetomium,Chaetomiu,8
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Chaetomiaceae|Thielavia,Thielavi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Lasiosphaeriaceae,Lasiosphaeriacea,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Lasiosphaeriaceae|Bombardia,Bombardi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Lasiosphaeriaceae|Lasiosphaeria,Lasiosphaeri,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Sordariaceae,Sordariacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Sordariomycetidae|Sordariales|Sordariaceae|Sordaria,Sordari,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Trichosphaeriales,Trichosphaeriale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Trichosphaeriales|Trichosphaeriaceae,Trichosphaeriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Trichosphaeriales|Trichosphaeriaceae|Trichosphaeria,Trichosphaeri,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae,Xylariomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Amphisphaeriales,Amphisphaeriale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Amphisphaeriales|Xylariales,Xylariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Amphisphaeriales|Xylariales|Discosiaceae,Discosiacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Amphisphaeriales|Xylariales|Discosiaceae|Amphisphaeriaceae,Amphisphaeriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Amphisphaeriales|Xylariales|Discosiaceae|Amphisphaeriaceae|Cryptostictis,Cryptosticti,3
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae,Hypocreomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales,Xylariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales,Hypocreale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales|Xylariaceae,Xylariacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales|Xylariaceae|Cordycipitaceae,Cordycipitacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales|Xylariaceae|Cordycipitaceae|Xylaria,Xylari,37
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales|Xylariaceae|Cordycipitaceae|Xylaria|Xylaria polymorpha,Xylaria polymorph,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae,Sordariomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae|Xylariales,Xylariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae|Xylariales|Diaporthales,Diaporthale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae|Xylariales|Diaporthales|Valsaceae,Valsacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae|Xylariales|Diaporthales|Valsaceae|Diatrypaceae,Diatrypacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Sordariomycetidae|Xylariales|Diaporthales|Valsaceae|Diatrypaceae|Valsa,Vals,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales,Xylariale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Amphisphaeriaceae,Amphisphaeriacea,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Amphisphaeriaceae|Pestalotia,Pestaloti,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae,Diatrypacea,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae|Anthostoma,Anthostom,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae|Diatrype,Diatryp,37
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae|Eutypa,Eutyp,9
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae|Eutypella,Eutypell,6
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Diatrypaceae|Quaternaria,Quaternari,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hadrotrichum,Hadrotrichu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hyponectriaceae,Hyponectriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hyponectriaceae|Physalospora,Physalospor,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hypoxylaceae,Hypoxylacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hypoxylaceae|Xylariaceae,Xylariacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Hypoxylaceae|Xylariaceae|Sphaeria,Sphaeri,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae,Xylariacea,13
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Daldinia,Daldini,21
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Fuckelia,Fuckeli,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Hypoxylon,Hypoxylo,69
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Kretzschmaria,Kretzschmari,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Nummularia,Nummulari,18
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Rosellinia,Rosellini,17
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Ustulina,Ustulin,23
Fungi|Ascomycota|Pezizomycotina|Sphaeridium,Sphaeridiu,1
Fungi|Ascomycota|Pezizomycotina|Sphaeronaema,Sphaeronaem,1
Fungi|Ascomycota|Pezizomycotina|Torula,Torul,2
Fungi|Ascomycota|Taphrinomycotina,Taphrinomycotin,0
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes,Taphrinomycete,0
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae,Taphrinomycetida,0
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae|Taphrinales,Taphrinale,0
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae|Taphrinales|Taphrinaceae,Taphrinacea,0
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae|Taphrinales|Taphrinaceae|Exoascus,Exoascu,6
Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae|Taphrinales|Taphrinaceae|Taphrina,Taphrin,25
Fungi|Basidiomycota,Basidiomycot,0
Fungi|Basidiomycota|Agaricomycotina,Agaricomycotin,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes,Agaricomycete,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae,Agaricomycetida,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales,Agaricale,6
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae,Agaricacea,16
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Bovista,Bovist,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Calvatia,Calvati,29
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Coprinus,Coprinu,15
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Crucibulum,Crucibulu,9
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Cyathus,Cyathu,13
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Cystolepiota,Cystolepiot,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Disciseda,Discised,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Echinoderma,Echinoderm,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Lepiota,Lepiot,16
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Leucoagaricus,Leucoagaricu,6
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Leucocoprinus,Leucocoprinu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Macrolepiota,Macrolepiot,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Nidula,Nidul,5
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Ripartitella,Ripartitell,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Secotium,Secotiu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricaceae|Tulostoma,Tulostom,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricales Incertae sedis,Agaricales Incertae sedi,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricales Incertae sedis|Leucocybe,Leucocyb,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Amanitaceae,Amanitacea,8
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Amanitaceae|Agaricaceae,Agaricacea,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Amanitaceae|Agaricaceae|Amanita,Amanit,22
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae,Bolbitiacea,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Bolbitius,Bolbitiu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Conocybe,Conocyb,9
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Galeropsis,Galeropsi,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Panaeolus,Panaeolu,9
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Pluteolus,Pluteolu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Bolbitiaceae|Setchelliogaster,Setchelliogaste,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariaceae,Clavariacea,26
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariaceae|Clavaria,Clavari,63
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariaceae|Clavulinopsis,Clavulinopsi,8
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariaceae|Mucronella,Mucronell,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariaceae|Myxomycidium,Myxomycidiu,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Cortinariaceae,Cortinariacea,13
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Cortinariaceae|Cortinarius,Cortinariu,70
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Cyphellaceae,Cyphellacea,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Cyphellaceae|Cyphella,Cyphell,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Entolomataceae,Entolomatacea,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Entolomataceae|Entoloma,Entolom,13
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Fistulinaceae,Fistulinacea,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Fistulinaceae|Fistulina,Fistulin,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hydnangiaceae,Hydnangiacea,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hydnangiaceae|Hydnangium,Hydnangiu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hydnangiaceae|Laccaria,Laccari,6
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae,Hygrophoracea,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Ampulloclitocybe,Ampulloclitocyb,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Camarophyllopsis,Camarophyllopsi,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Chrysomphalina,Chrysomphalin,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Gliophorus,Gliophoru,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Hygrocybe,Hygrocyb,8
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Hygrophorus,Hygrophoru,5
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Hygrophoraceae|Lichenomphalia,Lichenomphali,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Inocybaceae,Inocybacea,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Inocybaceae|Crepidotus,Crepidotu,15
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Inocybaceae|Inocybe,Inocyb,7
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Lyophyllaceae,Lyophyllacea,0
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Lyophyllaceae|Hypsizygus,Hypsizygu,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Lyophyllaceae|Lyophyllum,Lyophyllu,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Lyophyllaceae|Ossicaulis,Ossicauli,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae,Marasmiacea,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Baeospora,Baeospor,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Clitocybula,Clitocybul,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Connopus,Connopu,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Crinipellis,Crinipelli,4
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Lentinula,Lentinul,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Marasmius,Marasmiu,29
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Megacollybia,Megacollybi,6
